fl,fw,gt,inl,inw,k,k_mul,pl,pt,pw,sl,st,sw,x,freq,s11,gain,bandwidth
10.5,3.3,0.4,4.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.6227,-27.341964880321,6.311495625818494,0.41870873751613225
11.0,3.3,0.4,4.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.9314,-22.395723874602,6.082956146579718
7.5,3.3,0.4,4.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3879,-10.460351798884,3.0765758096422013,0.07656030680368353
8.0,3.3,0.4,4.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5447,-12.26570250549,4.199429896676816,0.16569980602227163
8.5,3.3,0.4,4.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.7211,-14.796426589739,4.823538546133635,0.23399313054948623
9.0,3.3,0.4,4.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.9073,-16.70260955982,5.742495374185485,0.2732718040201969
9.5,3.3,0.4,4.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.1082,-18.499221752819,6.278480696252729,0.3053995136031973
10.0,3.3,0.4,4.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.3532,-20.93516013792,6.319293240100245,0.3440105273048326
10.5,3.3,0.4,4.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.6178,-26.828413423167,6.310850108528189,0.41849765663114447
11.0,3.3,0.4,4.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.9314,-22.684709971442,6.082186283330182
7.5,3.3,0.4,3.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3781,-9.7846781158865,3.271315643446219
8.0,3.3,0.4,3.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.53,-11.356041377319,4.2180673479121,0.13823138771528987
8.5,3.3,0.4,3.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.7064,-13.591841078821,4.908720279560485,0.22155648528119753
9.0,3.3,0.4,3.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8926,-15.227455399185,5.797497498539113,0.26718581090677196
9.5,3.3,0.4,3.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0984,-16.637211467867,6.396925215328747,0.3026320001123777
10.0,3.3,0.4,3.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.3336,-17.926691890476,6.448568119505308,0.34212292404260314
10.5,3.3,0.4,3.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.608,-20.176901560083,6.51718108995958,0.426234947621948
11.0,3.3,0.4,3.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.9363,-37.890215250251,6.3657004809783615
7.5,3.3,0.4,3.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3879,-9.7698255347315,3.255628752635558
8.0,3.3,0.4,3.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5349,-11.330071319061,4.187853387285279,0.13728499923331894
8.5,3.3,0.4,3.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6966,-13.091357164255,4.866030082257671,0.20664894572688564
9.0,3.3,0.4,3.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8828,-15.039407908385,5.735787916424034,0.2641973282164871
9.5,3.3,0.4,3.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0935,-16.385944986726,6.35623791202878,0.2989527896870028
10.0,3.3,0.4,3.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.3336,-17.549368796924,6.42214868687328,0.33822734210941885
10.5,3.3,0.4,3.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.6031,-19.726432317105,6.488764317386014,0.4210967484030519
11.0,3.3,0.4,3.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.9363,-35.654069607852,6.311574474362531
7.5,3.3,0.4,3.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3928,-9.7502948217404,3.2705517859767035
8.0,3.3,0.4,3.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5349,-11.268710749694,4.215064724980984,0.13449634119416576
8.5,3.3,0.4,3.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6966,-12.979542305067,4.847885697714755,0.2039478670413004
9.0,3.3,0.4,3.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8877,-14.887633568966,5.718973038097523,0.26190583280083457
9.5,3.3,0.4,3.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0984,-16.216784682381,6.351316096642988,0.2968524176259044
10.0,3.3,0.4,3.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.3336,-17.417444979719,6.405912919590913,0.3356302425342017
10.5,3.3,0.4,3.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.6031,-19.315426447874,6.470874443704513,0.41598111469711263
11.0,3.3,0.4,3.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.9363,-33.634366447036,6.318460195935016
7.5,3.3,0.4,3.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3928,-9.757404771157,3.2584396557599113
8.0,3.3,0.4,3.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.53,-11.163245742965,4.2140815283471,0.1295325658391464
8.5,3.3,0.4,3.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6966,-12.978819696369,4.827109718948137,0.20352612630130062
9.0,3.3,0.4,3.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8877,-14.830926190942,5.701724885047082,0.25981883365428216
9.5,3.3,0.4,3.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.1033,-16.173618181461,6.337160142400209,0.29515012149010067
10.0,3.3,0.4,3.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.3238,-17.135230278179,6.337424428318898,0.33246650582886605
10.5,3.3,0.4,3.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.6031,-19.145687102034,6.468985155872806,0.41217169480974114
11.0,3.3,0.4,3.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.9363,-32.559930421729,6.326277915344035
7.5,3.3,0.4,3.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3977,-9.7379636274191,3.278431922986261
8.0,3.3,0.4,3.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5398,-11.243970943777,4.221892216372094,0.13307476065657386
8.5,3.3,0.4,3.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.7015,-12.926416736991,4.849106588015545,0.20228976359317308
9.0,3.3,0.4,3.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8877,-14.789067892235,5.70277681305425,0.259036621389392
9.5,3.3,0.4,3.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0935,-15.993666906976,6.329666000036495,0.2926595836010515
10.0,3.3,0.4,3.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.3336,-17.091454344105,6.379899175236824,0.3313345514545478
10.5,3.3,0.4,3.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.6031,-19.03101784462,6.438405403892873,0.4097273311360494
11.0,3.3,0.4,3.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.9363,-31.696513681258,6.284887417660227
7.5,3.3,0.4,3.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3977,-9.7219824523416,3.250793676425044
8.0,3.3,0.4,3.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5398,-11.176008411341,4.140396029665799,0.1298409733184176
8.5,3.3,0.4,3.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.7015,-12.865434782514,4.807607060227465,0.20131885226712987
9.0,3.3,0.4,3.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8926,-14.689031338943,5.712557512524171,0.25729282293388334
9.5,3.3,0.4,3.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.1033,-15.988972099269,6.3310035807832845,0.29213313156610665
10.0,3.3,0.4,3.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.3336,-17.031350092137,6.327102474561872,0.33030125112380126
10.5,3.3,0.4,3.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.6031,-18.844737060695,6.393232106203973,0.40631197393675045
11.0,3.3,0.4,3.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.9363,-31.186220717127,6.293959856156553
7.5,3.3,0.4,2.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3732,-9.1703598178204,3.220045993657381
8.0,3.3,0.4,2.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.5202,-10.578843308837,4.168243149902844,0.0964287141125193
8.5,3.3,0.4,2.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6966,-12.506526202643,4.889138981200905,0.19910656218263156
9.0,3.3,0.4,2.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.873,-13.86413878832,5.731102005572042,0.2503024939240106
9.5,3.3,0.4,2.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0886,-15.033628157032,6.404298989767712,0.28850101019307317
10.0,3.3,0.4,2.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.3189,-15.834015586639,6.469144616055024,0.3266467321624429
10.5,3.3,0.4,2.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.5884,-16.939028864144,6.589859311022152,0.40135873673143774
11.0,3.3,0.4,2.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.9265,-21.518093487698,6.4667876255644305
7.5,3.3,0.4,2.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.383,-9.1608831255584,3.2765296049403903
8.0,3.3,0.4,2.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.53,-10.546519575582,4.2013126592107,0.0939709581275272
8.5,3.3,0.4,2.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6819,-11.97858647843,4.847971186549877,0.17884511428936678
9.0,3.3,0.4,2.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8828,-13.75115360098,5.7648710798400336,0.2467006746635234
9.5,3.3,0.4,2.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0837,-14.800036569377,6.398286748659556,0.2844190453028035
10.0,3.3,0.4,2.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.314,-15.554994365838,6.43394454814742,0.32210932050354657
10.5,3.3,0.4,2.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.5835,-16.549610063548,6.567543106741565,0.3947512375729394
11.0,3.3,0.4,2.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.9265,-21.097877158393,6.41473269584594
7.5,3.3,0.4,2.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3879,-9.1566190652459,3.2511383650635697
8.0,3.3,0.4,2.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5251,-10.453708552431,4.158586425023813,0.08589430452258107
8.5,3.3,0.4,2.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6868,-12.001694057642,4.857093686976369,0.17899866247841523
9.0,3.3,0.4,2.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8779,-13.661694376183,5.728069703959398,0.24483878042900775
9.5,3.3,0.4,2.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0886,-14.682395613303,6.3738988793047655,0.2813165895716687
10.0,3.3,0.4,2.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.3189,-15.444940651219,6.397645790885421,0.31899887277170347
10.5,3.3,0.4,2.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.5835,-16.36040300941,6.534900974408354,0.39049829160707183
11.0,3.3,0.4,2.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.9265,-20.734709657695,6.402788427216844
7.5,3.3,0.4,2.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.383,-9.1148794674125,3.2672889848802003
8.0,3.3,0.4,2.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.53,-10.423120560045,4.14642854719,0.08315612381481818
8.5,3.3,0.4,2.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6917,-11.991079948005,4.83219604213545,0.17851874617676033
9.0,3.3,0.4,2.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8779,-13.595555183483,5.6911906987703915,0.24309980412763244
9.5,3.3,0.4,2.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.0837,-14.575651410388,6.354455012812356,0.2790657739044655
10.0,3.3,0.4,2.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.3189,-15.298513395315,6.4328892705790786,0.3160823753520905
10.5,3.3,0.4,2.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.5884,-16.253566653774,6.51605568269446,0.3855755277544235
11.0,3.3,0.4,2.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.9265,-20.423665719701,6.32965604885542
7.5,3.3,0.4,2.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3928,-9.1312146650017,3.277977991557532
8.0,3.3,0.4,2.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5349,-10.471829765389,4.172353432558828,0.08772816340641354
8.5,3.3,0.4,2.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6917,-11.944886879647,4.838046499902504,0.17697689244968018
9.0,3.3,0.4,2.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8877,-13.57176831994,5.740148474833829,0.241666342998891
9.5,3.3,0.4,2.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0886,-14.503532634388,6.365432824823726,0.2770575055155664
10.0,3.3,0.4,2.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.3189,-15.202186912889,6.431767494386606,0.31399194211483383
10.5,3.3,0.4,2.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.5884,-16.180527476613,6.50488126907368,0.3829064047783728
11.0,3.3,0.4,2.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.9216,-20.239649377499,6.380534831575484
7.5,3.3,0.4,2.0,0.33,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.383,-9.0488773769874,3.212267774657781
8.0,3.3,0.4,2.0,0.33,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5349,-10.426677654735,4.1601875967267405,0.08334528472584646
8.5,3.3,0.4,2.0,0.33,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6966,-11.899057171004,4.841559413572913,0.1753525469873889
9.0,3.3,0.4,2.0,0.33,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8779,-13.455874834465,5.6840986852986255,0.23947663390357565
9.5,3.3,0.4,2.0,0.33,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.0935,-14.505081080679,6.3444648973819096,0.2766236561592659
10.0,3.3,0.4,2.0,0.33,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.3189,-15.159802650313,6.398178313705077,0.3126555126895596
10.5,3.3,0.4,2.0,0.33,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.5884,-16.060139074627,6.489626929723712,0.3815197994561563
11.0,3.3,0.4,2.0,0.33,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.9216,-20.1054326699,6.3688582236686635
7.5,3.0,0.4,7.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3879,-18.278715746667,2.9057678319507367,0.18667507617612555
8.0,3.0,0.4,7.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.53,-26.261978640452,4.1109567852572,0.21647834070046335
8.5,3.0,0.4,7.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6868,-28.776469887656,4.406168593325484,0.24994767814504204
9.0,3.0,0.4,7.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8877,-20.731253754246,5.313450877487564,0.2554616613304983
9.5,3.0,0.4,7.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0886,-16.477069560627,5.9074745776265205,0.2491453567432762
10.0,3.0,0.4,7.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.3287,-12.76666364359,5.392624626700326,0.20149987431834493
10.5,3.0,0.4,7.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.559,-9.0451546982195,5.465436126644026
11.0,3.0,0.4,7.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.755,-5.56197856717,3.03093132917245
7.5,3.0,0.4,7.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3928,-18.260487956781,2.9084316992706443,0.18697549741039277
8.0,3.0,0.4,7.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5202,-25.57936877149,3.8903309948706397,0.21759352084941108
8.5,3.0,0.4,7.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6819,-35.33340156831,4.4449884627987775,0.24122606207267028
9.0,3.0,0.4,7.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8926,-21.328174016245,5.301514274097289,0.25863366407673016
9.5,3.0,0.4,7.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0886,-16.693280140424,5.856220551546122,0.2492752259007558
10.0,3.0,0.4,7.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.3287,-12.941121822022,5.348026191254744,0.2049206906230534
10.5,3.0,0.4,7.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.5492,-9.1674917430796,5.503285048285295
11.0,3.0,0.4,7.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.7746,-5.5891812678037,2.895048868687963
7.5,3.0,0.4,7.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3879,-18.190741636483,2.834257743887577,0.18623645201819716
8.0,3.0,0.4,7.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5447,-26.176534372029,4.0835646994448,0.21743804132385325
8.5,3.0,0.4,7.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.7064,-33.266568349388,4.43768125407478,0.24166289248772443
9.0,3.0,0.4,7.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8877,-21.305386833465,5.23265015436456,0.2536028150088616
9.5,3.0,0.4,7.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.1033,-16.759128394774,5.794264776470856,0.24820167622391986
10.0,3.0,0.4,7.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.314,-13.028973851118,5.2249733176463,0.20546930407638442
10.5,3.0,0.4,7.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.559,-9.180037675566,5.417757907854236
11.0,3.0,0.4,7.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.755,-5.6626416072231,2.92733623609995
7.5,3.0,0.4,7.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3977,-18.200803011791,2.908457681711562,0.18701604754656254
8.0,3.0,0.4,7.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5447,-26.059338742535,4.064548952280534,0.21711918144453923
8.5,3.0,0.4,7.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6574,-43.395880668442,4.26098642096678,0.2398774540158315
9.0,3.0,0.4,7.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8975,-21.732501926077,5.312165707642151,0.25796426321285315
9.5,3.0,0.4,7.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.0935,-16.863408013846,5.790767849238694,0.24791142175391645
10.0,3.0,0.4,7.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.3189,-13.186193531166,5.217995335021096,0.20874506598770015
10.5,3.0,0.4,7.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.559,-9.2535221989346,5.461871576418757
11.0,3.0,0.4,7.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.7599,-5.6213956722378,2.817606787116068
7.5,3.0,0.4,7.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3977,-18.156144854417,2.912371410788449,0.18684033414821322
8.0,3.0,0.4,7.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5447,-25.710662911963,4.023811509947356,0.2170217824227456
8.5,3.0,0.4,7.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.7064,-35.493313758632,4.4682606261162245,0.23974578106004873
9.0,3.0,0.4,7.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8877,-21.705697978519,5.209654840676827,0.25340061542270265
9.5,3.0,0.4,7.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.1082,-16.932154083013,5.781608853218102,0.2481034239069313
10.0,3.0,0.4,7.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.3189,-13.24420855896,5.238516757636879,0.20950724624255823
10.5,3.0,0.4,7.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.559,-9.2806930098281,5.408340898477837
11.0,3.0,0.4,7.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.7697,-5.6887517667562,2.8904519870109406
7.5,3.0,0.4,7.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.4026,-18.237963220222,2.896712530081279,0.1874166991580739
8.0,3.0,0.4,7.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5398,-25.363834931349,4.06028422814712,0.21468727291126832
8.5,3.0,0.4,7.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.7064,-32.123538171018,4.424434355324184,0.2456437613212823
9.0,3.0,0.4,7.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8975,-21.970442501719,5.300271820660802,0.2574367501785515
9.5,3.0,0.4,7.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.069,-17.38761002179,5.851167805898578,0.2508906614270292
10.0,3.0,0.4,7.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.3287,-13.170589962989,5.30057140709843,0.2071969766068067
10.5,3.0,0.4,7.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.5492,-9.3574741994762,5.451584356471251
11.0,3.0,0.4,7.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.7746,-5.708411078143,2.883482830147225
7.5,3.0,0.4,6.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3536,-14.076256221249,2.839666360564933,0.1663886751670125
8.0,3.0,0.4,6.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.53,-18.773675466962,4.1837403587924,0.21516394570563202
8.5,3.0,0.4,6.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6966,-27.204032336109,4.669555557730407,0.25616348049672233
9.0,3.0,0.4,6.0,0.3,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8877,-45.768876186808,5.537678577657309,0.28184032920729685
9.5,3.0,0.4,6.0,0.3,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0445,-27.305514314878,6.279717209996078,0.2968775481205581
10.0,3.0,0.4,6.0,0.3,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2993,-20.307501522491,5.8290103443880215,0.3056631641360328
10.5,3.0,0.4,6.0,0.3,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.5737,-14.945108440999,6.060788151668563,0.28729620144633117
11.0,3.0,0.4,6.0,0.3,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.8334,-9.5231281722449,4.894151947912046
7.5,3.0,0.4,6.0,0.3,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3928,-14.653956062799,3.051410368677316,0.1721677622725606
8.0,3.0,0.4,6.0,0.3,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5251,-18.379217426556,4.0733680770519785,0.21357508443849982
8.5,3.0,0.4,6.0,0.3,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.7064,-25.418776351373,4.63136386459186,0.24913422593154833
